equal	bektok	glauxwordid	chapsect	sentid	kastok	kaswordid	bekkpage	bekkline	textstatus
y	τὸ	104295974	25.6	245231	τὸ	10171	1460b	15	
y	προελέσθαι	104295975	25.6	245231	προελέσθαι	10172	1460b	15	
y	μὴ	104295976	25.6	245231	μὴ	10173	1460b	15	
y	ὀρθῶς	104295977	25.6	245231	ὀρθῶς	10174	1460b	15	
y	,	104295978	25.6	245231	,	10175	1460b	15	
y	ἀλλὰ	104295979	25.6	245231	ἀλλὰ	10176	1460b	15	
y	τὸν	104295980	25.6	245231	τὸν	10177	1460b	15	
y	ἵππον	104295981	25.6	245231	ἵππον	10178	1460b	15	
n	BEKNA				ἅμ’	10179	1460b	15	added
y	ἄμφω	104295982	25.6	245231	ἄμφω	10180	1460b	15	
y	τὰ	104295983	25.6	245231	τὰ	10181	1460b	15	
y	δεξιὰ	104295984	25.6	245231	δεξιὰ	10182	1460b	15	
y	προβεβληκότα	104295985	25.6	245231	προβεβληκότα	10183	1460b	15	
n	BEKNA				,	10184	1460b	15	
y	ἢ	104295986	25.6	245231	ἢ	10185	1460b	15	
y	τὸ	104295987	25.6	245231	τὸ	10186	1460b	15	
y	καθ’	104295988	25.6	245231	καθ’	10187	1460b	15	
y	ἑκάστην	104295989	25.6	245231	ἑκάστην	10188	1460b	15	
y	τέχνην	104295990	25.6	245231	τέχνην	10189	1460b	15	
y	ἁμάρτημα	104295991	25.6	245231	ἁμάρτημα	10190	1460b	15	
y	,	104295992	25.6	245231	,	10191	1460b	15	
y	οἷον	104295993	25.6	245231	οἷον	10192	1460b	20	
y	τὸ	104295994	25.6	245231	τὸ	10193	1460b	20	
y	κατ’	104295995	25.6	245231	κατ’	10194	1460b	20	
y	ἰατρικὴν	104295996	25.6	245231	ἰατρικὴν	10195	1460b	20	
y	ἢ	104295997	25.6	245231	ἢ	10196	1460b	20	
y	ἄλλην	104295998	25.6	245231	ἄλλην	10197	1460b	20	
y	τέχνην	104295999	25.6	245231	τέχνην	10198	1460b	20	
n	,	104296000	25.6	245231	ἢ	10199	1460b	20	deleted
n	ἣ	104296001	25.6	245231	KASNA				
y	ἀδύνατα	104296002	25.6	245231	ἀδύνατα	10200	1460b	20	deleted
y	πεποίηται	104296003	25.6	245231	πεποίηται	10201	1460b	20	deleted
n	,	104296004	25.6	245231	KASNA				
y	ὁποιανοῦν	104296005	25.6	245231	ὁποιανοῦν	10202	1460b	20	
y	,	104296006	25.6	245231	,	10203	1460b	20	
y	οὐ	104296007	25.6	245231	οὐ	10204	1460b	20	
y	καθ’	104296008	25.6	245231	καθ’	10205	1460b	20	
y	ἑαυτήν	104296009	25.6	245231	ἑαυτήν	10206	1460b	20	
y	.	104296010	25.6	245231	.	10207	1460b	20	
y	ὥστε	104296011	25.7	245232	ὥστε	10208	1460b	20	
y	δεῖ	104296012	25.7	245232	δεῖ	10209	1460b	20	
y	τὰ	104296013	25.7	245232	τὰ	10210	1460b	20	
y	ἐπιτιμήματα	104296014	25.7	245232	ἐπιτιμήματα	10211	1460b	20	
y	ἐν	104296015	25.7	245232	ἐν	10212	1460b	20	
y	τοῖς	104296016	25.7	245232	τοῖς	10213	1460b	20	
y	προβλήμασιν	104296017	25.7	245232	προβλήμασιν	10214	1460b	20	
y	ἐκ	104296018	25.7	245232	ἐκ	10215	1460b	20	
y	τούτων	104296019	25.7	245232	τούτων	10216	1460b	20	
y	ἐπισκοποῦντα	104296020	25.7	245232	ἐπισκοποῦντα	10217	1460b	20	
y	λύειν	104296021	25.7	245232	λύειν	10218	1460b	20	
y	.	104296022	25.7	245232	.	10219	1460b	20	
y	πρῶτον	104296023	25.7	245233	πρῶτον	10220	1460b	20	
n	μέν	104296024	25.7	245233	μὲν	10221	1460b	20	
n	,	104296025	25.7	245233	KASNA				
n	ἂν	104296026	25.7	245233	KASNA				
y	τὰ	104296027	25.7	245233	τὰ	10222	1460b	20	
y	πρὸς	104296028	25.7	245233	πρὸς	10223	1460b	20	
y	αὐτὴν	104296029	25.7	245233	αὐτὴν	10224	1460b	20	
y	τὴν	104296030	25.7	245233	τὴν	10225	1460b	20	
y	τέχνην	104296031	25.7	245233	τέχνην	10226	1460b	20	
n	BEKNA				·	10227	1460b	20	
y	ἀδύνατα	104296032	25.7	245233	ἀδύνατα	10228	1460b	20	
y	πεποίηται	104296033	25.7	245233	πεποίηται	10229	1460b	20	
y	,	104296034	25.7	245233	,	10230	1460b	20	
y	ἡμάρτηται	104296035	25.7	245233	ἡμάρτηται	10231	1460b	20	
n	.	104296036	25.7	245233	·	10232	1460b	20	
y	ἀλλ’	104296037	25.8	245234	ἀλλ’	10233	1460b	20	
y	ὀρθῶς	104296038	25.8	245234	ὀρθῶς	10234	1460b	20	
y	ἔχει	104296039	25.8	245234	ἔχει	10235	1460b	20	
y	,	104296040	25.8	245234	,	10236	1460b	20	
y	εἰ	104296041	25.8	245234	εἰ	10237	1460b	20	
y	τυγχάνει	104296042	25.8	245234	τυγχάνει	10238	1460b	20	
y	τοῦ	104296043	25.8	245234	τοῦ	10239	1460b	20	
y	τέλους	104296044	25.8	245234	τέλους	10240	1460b	20	
y	τοῦ	104296045	25.8	245234	τοῦ	10241	1460b	20	
y	αὑτῆς	104296046	25.8	245234	αὑτῆς	10242	1460b	20	
n	·	104296047	25.8	245234	(	10243	1460b	20	
y	τὸ	104296048	25.8	245235	τὸ	10244	1460b	20	
y	γὰρ	104296049	25.8	245235	γὰρ	10245	1460b	20	
y	τέλος	104296050	25.8	245235	τέλος	10246	1460b	25	
y	εἴρηται	104296051	25.8	245235	εἴρηται	10247	1460b	25	
n	BEKNA				)	10248	1460b	25	
y	,	104296052	25.8	245235	,	10249	1460b	25	
y	εἰ	104296053	25.8	245235	εἰ	10250	1460b	25	
y	οὕτως	104296054	25.8	245235	οὕτως	10251	1460b	25	
y	ἐκπληκτικώτερον	104296055	25.8	245235	ἐκπληκτικώτερον	10252	1460b	25	
y	ἢ	104296056	25.8	245235	ἢ	10253	1460b	25	
y	αὐτὸ	104296057	25.8	245235	αὐτὸ	10254	1460b	25	
y	ἢ	104296058	25.8	245235	ἢ	10255	1460b	25	
y	ἄλλο	104296059	25.8	245235	ἄλλο	10256	1460b	25	
y	ποιεῖ	104296060	25.8	245235	ποιεῖ	10257	1460b	25	
y	μέρος	104296061	25.8	245235	μέρος	10258	1460b	25	
y	.	104296062	25.8	245235	.	10259	1460b	25	
y	παράδειγμα	104296063	25.8	245236	παράδειγμα	10260	1460b	25	
y	ἡ	104296064	25.8	245236	ἡ	10261	1460b	25	
y	τοῦ	104296065	25.8	245236	τοῦ	10262	1460b	25	
y	Ἕκτορος	104296066	25.8	245236	Ἕκτορος	10263	1460b	25	
y	δίωξις	104296067	25.8	245236	δίωξις	10264	1460b	25	
y	.	104296068	25.8	245236	.	10265	1460b	25	
y	εἰ	104296069	25.9	245237	εἰ	10266	1460b	25	
y	μέντοι	104296070	25.9	245237	μέντοι	10267	1460b	25	
y	τὸ	104296071	25.9	245237	τὸ	10268	1460b	25	
y	τέλος	104296072	25.9	245237	τέλος	10269	1460b	25	
y	ἢ	104296073	25.9	245237	ἢ	10270	1460b	25	
y	μᾶλλον	104296074	25.9	245237	μᾶλλον	10271	1460b	25	
y	ἢ	104296075	25.9	245237	ἢ	10272	1460b	25	
n	BEKNA				μὴ	10273	1460b	25	added
y	ἧττον	104296076	25.9	245237	ἧττον	10274	1460b	25	
y	ἐνεδέχετο	104296077	25.9	245237	ἐνεδέχετο	10275	1460b	25	
y	ὑπάρχειν	104296078	25.9	245237	ὑπάρχειν	10276	1460b	25	
y	καὶ	104296079	25.9	245237	καὶ	10277	1460b	25	
y	κατὰ	104296080	25.9	245237	κατὰ	10278	1460b	25	
y	τὴν	104296081	25.9	245237	τὴν	10279	1460b	25	
y	περὶ	104296082	25.9	245237	περὶ	10280	1460b	25	
y	τούτων	104296083	25.9	245237	τούτων	10281	1460b	25	
y	τέχνην	104296084	25.9	245237	τέχνην	10282	1460b	25	
y	,	104296085	25.9	245237	,	10283	1460b	25	
n	ἡμάρτηται	104296086	25.9	245237	ἡμαρτῆσθαι	10284	1460b	25	deleted
y	οὐκ	104296087	25.9	245237	οὐκ	10285	1460b	25	
y	ὀρθῶς	104296088	25.9	245237	ὀρθῶς	10286	1460b	25	
y	·	104296089	25.9	245237	·	10287	1460b	25	
y	δεῖ	104296090	25.9	245238	δεῖ	10288	1460b	25	
n	γάρ	104296091	25.9	245238	γὰρ	10289	1460b	25	
n	,	104296092	25.9	245238	KASNA				
y	εἰ	104296093	25.9	245238	εἰ	10290	1460b	25	
y	ἐνδέχεται	104296094	25.9	245238	ἐνδέχεται	10291	1460b	25	
n	,	104296095	25.9	245238	KASNA				
y	ὅλως	104296096	25.9	245238	ὅλως	10292	1460b	25	
y	μηδαμῇ	104296097	25.9	245238	μηδαμῇ	10293	1460b	25	
y	ἡμαρτῆσθαι	104296098	25.9	245238	ἡμαρτῆσθαι	10294	1460b	25	
y	.	104296099	25.9	245238	.	10295	1460b	25	
y	ἔτι	104296100	25.10	245239	ἔτι	10296	1460b	25	
y	ποτέρων	104296101	25.10	245239	ποτέρων	10297	1460b	25	
y	ἐστὶ	104296102	25.10	245239	ἐστὶ	10298	1460b	25	
y	τὸ	104296103	25.10	245239	τὸ	10299	1460b	25	
y	ἁμάρτημα	104296104	25.10	245239	ἁμάρτημα	10300	1460b	30	
y	,	104296105	25.10	245239	,	10301	1460b	30	
y	τῶν	104296106	25.10	245239	τῶν	10302	1460b	30	
y	κατὰ	104296107	25.10	245239	κατὰ	10303	1460b	30	
y	τὴν	104296108	25.10	245239	τὴν	10304	1460b	30	
y	τέχνην	104296109	25.10	245239	τέχνην	10305	1460b	30	
y	ἢ	104296110	25.10	245239	ἢ	10306	1460b	30	
y	κατ’	104296111	25.10	245239	κατ’	10307	1460b	30	
y	ἄλλο	104296112	25.10	245239	ἄλλο	10308	1460b	30	
y	συμβεβηκός	104296113	25.10	245239	συμβεβηκός	10309	1460b	30	
y	;	104296114	25.10	245239	;	10310	1460b	30	
y	ἔλαττον	104296115	25.10	245240	ἔλαττον	10311	1460b	30	
n	γάρ	104296116	25.10	245240	γὰρ	10312	1460b	30	
n	,	104296117	25.10	245240	KASNA				
y	εἰ	104296118	25.10	245240	εἰ	10313	1460b	30	
y	μὴ	104296119	25.10	245240	μὴ	10314	1460b	30	
y	ᾔδει	104296120	25.10	245240	ᾔδει	10315	1460b	30	
y	ὅτι	104296121	25.10	245240	ὅτι	10316	1460b	30	
y	ἔλαφος	104296122	25.10	245240	ἔλαφος	10317	1460b	30	
y	θήλεια	104296123	25.10	245240	θήλεια	10318	1460b	30	
y	κέρατα	104296124	25.10	245240	κέρατα	10319	1460b	30	
y	οὐκ	104296125	25.10	245240	οὐκ	10320	1460b	30	
y	ἔχει	104296126	25.10	245240	ἔχει	10321	1460b	30	
n	,	104296127	25.10	245240	KASNA				
y	ἢ	104296128	25.10	245240	ἢ	10322	1460b	30	
y	εἰ	104296129	25.10	245240	εἰ	10323	1460b	30	
n	κακομιμήτως	104296130	25.10	245240	ἀμιμήτως	10324	1460b	30	
y	ἔγραψεν	104296131	25.10	245240	ἔγραψεν	10325	1460b	30	
y	.	104296132	25.10	245240	.	10326	1460b	30	
y	πρὸς	104296133	25.11	245241	πρὸς	10327	1460b	30	
y	δὲ	104296134	25.11	245241	δὲ	10328	1460b	30	
y	τούτοις	104296135	25.11	245241	τούτοις	10329	1460b	30	
y	ἐὰν	104296136	25.11	245241	ἐὰν	10330	1460b	30	
y	ἐπιτιμᾶται	104296137	25.11	245241	ἐπιτιμᾶται	10331	1460b	30	
y	ὅτι	104296138	25.11	245241	ὅτι	10332	1460b	30	
y	οὐκ	104296139	25.11	245241	οὐκ	10333	1460b	30	
y	ἀληθῆ	104296140	25.11	245241	ἀληθῆ	10334	1460b	30	
y	,	104296141	25.11	245241	,	10335	1460b	30	
y	ἀλλ’	104296142	25.11	245241	ἀλλ’	10336	1460b	30	
n	οἷα	104296143	25.11	245241	ἴσως	10337	1460b	30	
n	BEKNA				ὡς	10338	1460b	30	added
y	δεῖ	104296144	25.11	245241	δεῖ	10339	1460b	30	
y	,	104296145	25.11	245241	,	10340	1460b	30	
y	οἷον	104296146	25.11	245241	οἷον	10341	1460b	30	
y	καὶ	104296147	25.11	245241	καὶ	10342	1460b	30	
y	Σοφοκλῆς	104296148	25.11	245241	Σοφοκλῆς	10343	1460b	30	
y	ἔφη	104296149	25.11	245241	ἔφη	10344	1460b	30	
y	αὐτὸς	104296150	25.11	245241	αὐτὸς	10345	1460b	30	
y	μὲν	104296151	25.11	245241	μὲν	10346	1460b	30	
y	οἵους	104296152	25.11	245241	οἵους	10347	1460b	30	
y	δεῖ	104296153	25.11	245241	δεῖ	10348	1460b	30	
y	ποιεῖν	104296154	25.11	245241	ποιεῖν	10349	1460b	30	
y	,	104296155	25.11	245241	,	10350	1460b	30	
y	Εὐριπίδην	104296156	25.11	245241	Εὐριπίδην	10351	1460b	30	
y	δὲ	104296157	25.11	245241	δὲ	10352	1460b	30	
y	οἷοι	104296158	25.11	245241	οἷοι	10353	1460b	30	
n	εἰσί	104296159	25.11	245241	εἰσίν	10354	1460b	30	
y	,	104296160	25.11	245241	,	10355	1460b	30	
y	ταύτῃ	104296161	25.11	245241	ταύτῃ	10356	1460b	30	
y	λυτέον	104296162	25.11	245241	λυτέον	10357	1460b	35	
y	.	104296163	25.11	245241	.	10358	1460b	35	
y	εἰ	104296164	25.12	245242	εἰ	10359	1460b	35	
y	δὲ	104296165	25.12	245242	δὲ	10360	1460b	35	
y	μηδετέρως	104296166	25.12	245242	μηδετέρως	10361	1460b	35	
y	,	104296167	25.12	245242	,	10362	1460b	35	
y	ὅτι	104296168	25.12	245242	ὅτι	10363	1460b	35	
y	οὕτω	104296169	25.12	245242	οὕτω	10364	1460b	35	
y	φασίν	104296170	25.12	245242	φασίν	10365	1460b	35	
y	,	104296171	25.12	245242	,	10366	1460b	35	
y	οἷον	104296172	25.12	245242	οἷον	10367	1460b	35	
y	τὰ	104296173	25.12	245242	τὰ	10368	1460b	35	
y	περὶ	104296174	25.12	245242	περὶ	10369	1460b	35	
y	θεῶν	104296175	25.12	245242	θεῶν	10370	1460b	35	
n	.	104296176	25.12	245242	·	10371	1460b	35	
y	ἴσως	104296177	25.13	245243	ἴσως	10372	1460b	35	
y	γὰρ	104296178	25.13	245243	γὰρ	10373	1460b	35	
n	οὔ	104296179	25.13	245243	οὔτε	10374	1460b	35	
n	-τε	104296180	25.13	245243	KASNA				
y	βέλτιον	104296181	25.13	245243	βέλτιον	10375	1460b	35	
y	οὕτω	104296182	25.13	245243	οὕτω	10376	1460b	35	
y	λέγειν	104296183	25.13	245243	λέγειν	10377	1460b	35	
n	οὔ	104296184	25.13	245243	οὔτ’	10378	1460b	35	
n	-τ’	104296185	25.13	245243	KASNA				
y	ἀληθῆ	104296186	25.13	245243	ἀληθῆ	10379	1460b	35	
y	,	104296187	25.13	245243	,	10380	1460b	35	
y	ἀλλ’	104296188	25.13	245243	ἀλλ’	10381	1460b	35	
n	BEKNA				εἰ	10382	1460b	35	
y	ἔτυχεν	104296189	25.13	245243	ἔτυχεν	10383	1460b	35	
y	ὥσπερ	104296190	25.13	245243	ὥσπερ	10384	1460b	35	
n	Ξενοφάνης	104296191	25.13	245243	Ξενοφάνει	10385	1460b	35	
y	·	104296192	25.13	245243	·	10386	1460b	35	
y	ἀλλ’	104296193	25.13	245244	ἀλλ’	10387	1460b	35	
n	οὔ	104296194	25.13	245244	οὖν	10388	1460b	35	
y	φασι	104296195	25.13	245244	φασι	10389	1460b	35	
n	τάδε	104296196	25.13	245244	KASNA				
y	.	104296197	25.13	245244	.	10390	1460b	35	
n	ἴσως	104296198	25.14	245245	τὰ	10391	1461a	1	
y	δὲ	104296199	25.14	245245	δὲ	10392	1461a	1	
n	BEKNA				ἴσως	10393	1461a	1	
y	οὐ	104296200	25.14	245245	οὐ	10394	1461a	1	
y	βέλτιον	104296201	25.14	245245	βέλτιον	10395	1461a	1	
y	μέν	104296202	25.14	245245	μέν	10396	1461a	1	
y	,	104296203	25.14	245245	,	10397	1461a	1	
y	ἀλλ’	104296204	25.14	245245	ἀλλ’	10398	1461a	1	
y	οὕτως	104296205	25.14	245245	οὕτως	10399	1461a	1	
y	εἶχεν	104296206	25.14	245245	εἶχεν	10400	1461a	1	
y	,	104296207	25.14	245245	,	10401	1461a	1	
y	οἷον	104296208	25.14	245245	οἷον	10402	1461a	1	
y	τὰ	104296209	25.14	245245	τὰ	10403	1461a	1	
y	περὶ	104296210	25.14	245245	περὶ	10404	1461a	1	
y	τῶν	104296211	25.14	245245	τῶν	10405	1461a	1	
y	ὅπλων	104296212	25.14	245245	ὅπλων	10406	1461a	1	
y	,	104296213	25.14	245245	,	10407	1461a	1	
y	ἔγχεα	104296214	25.14	245245	ἔγχεα	10408	1461a	1	
y	δέ	104296215	25.14	245245	δέ	10409	1461a	1	
y	σφιν	104296216	25.14	245245	σφιν	10410	1461a	1	
y	ὄρθ’	104296217	25.14	245245	ὄρθ’	10411	1461a	1	
y	ἐπὶ	104296218	25.14	245245	ἐπὶ	10412	1461a	1	
y	σαυρωτῆρος	104296219	25.14	245245	σαυρωτῆρος	10413	1461a	1	
y	·	104296220	25.14	245245	·	10414	1461a	1	
y	οὕτω	104296221	25.14	245246	οὕτω	10415	1461a	1	
y	γὰρ	104296222	25.14	245246	γὰρ	10416	1461a	1	
y	τότ’	104296223	25.14	245246	τότ’	10417	1461a	1	
y	ἐνόμιζον	104296224	25.14	245246	ἐνόμιζον	10418	1461a	1	
y	,	104296225	25.14	245246	,	10419	1461a	1	
y	ὥσπερ	104296226	25.14	245246	ὥσπερ	10420	1461a	1	
y	καὶ	104296227	25.14	245246	καὶ	10421	1461a	1	
y	νῦν	104296228	25.14	245246	νῦν	10422	1461a	1	
y	Ἰλλυριοί	104296229	25.14	245246	Ἰλλυριοί	10423	1461a	1	
y	.	104296230	25.14	245246	.	10424	1461a	1	
y	περὶ	104296231	25.15	245247	περὶ	10425	1461a	1	
y	δὲ	104296232	25.15	245247	δὲ	10426	1461a	1	
y	τοῦ	104296233	25.15	245247	τοῦ	10427	1461a	1	
y	καλῶς	104296234	25.15	245247	καλῶς	10428	1461a	1	
y	ἢ	104296235	25.15	245247	ἢ	10429	1461a	1	
y	μὴ	104296236	25.15	245247	μὴ	10430	1461a	1	
y	καλῶς	104296237	25.15	245247	καλῶς	10431	1461a	1	
n	ἢ	104296238	25.15	245247	εἰ	10432	1461a	5	
y	εἴρηταί	104296239	25.15	245247	εἴρηταί	10433	1461a	5	
y	τινι	104296240	25.15	245247	τινι	10434	1461a	5	
y	ἢ	104296241	25.15	245247	ἢ	10435	1461a	5	
y	πέπρακται	104296242	25.15	245247	πέπρακται	10436	1461a	5	
y	,	104296243	25.15	245247	,	10437	1461a	5	
y	οὐ	104296244	25.15	245247	οὐ	10438	1461a	5	
y	μόνον	104296245	25.15	245247	μόνον	10439	1461a	5	
y	σκεπτέον	104296246	25.15	245247	σκεπτέον	10440	1461a	5	
y	εἰς	104296247	25.15	245247	εἰς	10441	1461a	5	
y	αὐτὸ	104296248	25.15	245247	αὐτὸ	10442	1461a	5	
y	τὸ	104296249	25.15	245247	τὸ	10443	1461a	5	
y	πεπραγμένον	104296250	25.15	245247	πεπραγμένον	10444	1461a	5	
y	ἢ	104296251	25.15	245247	ἢ	10445	1461a	5	
y	εἰρημένον	104296252	25.15	245247	εἰρημένον	10446	1461a	5	
y	βλέποντα	104296253	25.15	245247	βλέποντα	10447	1461a	5	
n	,	104296254	25.15	245247	KASNA				
y	εἰ	104296255	25.15	245247	εἰ	10448	1461a	5	
y	σπουδαῖον	104296256	25.15	245247	σπουδαῖον	10449	1461a	5	
y	ἢ	104296257	25.15	245247	ἢ	10450	1461a	5	
y	φαῦλον	104296258	25.15	245247	φαῦλον	10451	1461a	5	
y	,	104296259	25.15	245247	,	10452	1461a	5	
y	ἀλλὰ	104296260	25.15	245247	ἀλλὰ	10453	1461a	5	
y	καὶ	104296261	25.15	245247	καὶ	10454	1461a	5	
y	εἰς	104296262	25.15	245247	εἰς	10455	1461a	5	
y	τὸν	104296263	25.15	245247	τὸν	10456	1461a	5	
y	πράττοντα	104296264	25.15	245247	πράττοντα	10457	1461a	5	
y	ἢ	104296265	25.15	245247	ἢ	10458	1461a	5	
y	λέγοντα	104296266	25.15	245247	λέγοντα	10459	1461a	5	
y	πρὸς	104296267	25.15	245247	πρὸς	10460	1461a	5	
y	ὃν	104296268	25.15	245247	ὃν	10461	1461a	5	
y	ἢ	104296269	25.15	245247	ἢ	10462	1461a	5	
y	ὅτε	104296270	25.15	245247	ὅτε	10463	1461a	5	
y	ἢ	104296271	25.15	245247	ἢ	10464	1461a	5	
y	ὅτῳ	104296272	25.15	245247	ὅτῳ	10465	1461a	5	
y	ἢ	104296273	25.15	245247	ἢ	10466	1461a	5	
y	οὗ	104296274	25.15	245247	οὗ	10467	1461a	5	
y	ἕνεκεν	104296275	25.15	245247	ἕνεκεν	10468	1461a	5	
y	,	104296276	25.15	245247	,	10469	1461a	5	
y	οἷον	104296277	25.15	245247	οἷον	10470	1461a	5	
n	ἢ	104296278	25.15	245247	εἰ	10471	1461a	5	
y	μείζονος	104296279	25.15	245247	μείζονος	10472	1461a	5	
y	ἀγαθοῦ	104296280	25.15	245247	ἀγαθοῦ	10473	1461a	5	
y	,	104296281	25.15	245247	,	10474	1461a	5	
y	ἵνα	104296282	25.15	245247	ἵνα	10475	1461a	5	
y	γένηται	104296283	25.15	245247	γένηται	10476	1461a	5	
y	,	104296284	25.15	245247	,	10477	1461a	5	
y	ἢ	104296285	25.15	245247	ἢ	10478	1461a	5	
y	μείζονος	104296286	25.15	245247	μείζονος	10479	1461a	5	
y	κακοῦ	104296287	25.15	245247	κακοῦ	10480	1461a	5	
y	,	104296288	25.15	245247	,	10481	1461a	5	
y	ἵνα	104296289	25.15	245247	ἵνα	10482	1461a	5	
y	ἀπογένηται	104296290	25.15	245247	ἀπογένηται	10483	1461a	5	
y	.	104296291	25.15	245247	.	10484	1461a	5	
y	τὰ	104296292	25.16	245248	τὰ	10485	1461a	5	
y	δὲ	104296293	25.16	245248	δὲ	10486	1461a	5	
y	πρὸς	104296294	25.16	245248	πρὸς	10487	1461a	5	
y	τὴν	104296295	25.16	245248	τὴν	10488	1461a	5	
y	λέξιν	104296296	25.16	245248	λέξιν	10489	1461a	10	
y	ὁρῶντα	104296297	25.16	245248	ὁρῶντα	10490	1461a	10	
y	δεῖ	104296298	25.16	245248	δεῖ	10491	1461a	10	
y	διαλύειν	104296299	25.16	245248	διαλύειν	10492	1461a	10	
y	,	104296300	25.16	245248	,	10493	1461a	10	
y	οἷον	104296301	25.16	245248	οἷον	10494	1461a	10	
y	γλώττῃ	104296302	25.16	245248	γλώττῃ	10495	1461a	10	
n	BEKNA				τὸ	10496	1461a	10	
y	οὐρῆας	104296303	25.16	245248	οὐρῆας	10497	1461a	10	
y	μὲν	104296304	25.16	245248	μὲν	10498	1461a	10	
y	πρῶτον	104296305	25.16	245248	πρῶτον	10499	1461a	10	
y	·	104296306	25.16	245248	·	10500	1461a	10	
y	ἴσως	104296307	25.16	245249	ἴσως	10501	1461a	10	
y	γὰρ	104296308	25.16	245249	γὰρ	10502	1461a	10	
y	οὐ	104296309	25.16	245249	οὐ	10503	1461a	10	
y	τοὺς	104296310	25.16	245249	τοὺς	10504	1461a	10	
y	ἡμιόνους	104296311	25.16	245249	ἡμιόνους	10505	1461a	10	
y	λέγει	104296312	25.16	245249	λέγει	10506	1461a	10	
y	ἀλλὰ	104296313	25.16	245249	ἀλλὰ	10507	1461a	10	
y	τοὺς	104296314	25.16	245249	τοὺς	10508	1461a	10	
y	φύλακας	104296315	25.16	245249	φύλακας	10509	1461a	10	
n	.	104296316	25.16	245249	·	10510	1461a	10	
y	καὶ	104296317	25.16	245250	καὶ	10511	1461a	10	
y	τὸν	104296318	25.16	245250	τὸν	10512	1461a	10	
y	Δόλωνα	104296319	25.16	245250	Δόλωνα	10513	1461a	10	
n	ὃς	104296320	25.16	245250	,	10514	1461a	10	
n	δή	104296321	25.16	245250	ὅς	10515	1461a	10	
n	BEKNA				ῥ’	10516	1461a	10	
n	BEKNA				ἦ	10517	1461a	10	
y	τοι	104296322	25.16	245250	τοι	10518	1461a	10	
y	εἶδος	104296323	25.16	245250	εἶδος	10519	1461a	10	
y	μὲν	104296324	25.16	245250	μὲν	10520	1461a	10	
y	ἔην	104296325	25.16	245250	ἔην	10521	1461a	10	
y	κακός	104296326	25.16	245250	κακός	10522	1461a	10	
y	,	104296327	25.16	245250	,	10523	1461a	10	
y	οὐ	104296328	25.16	245250	οὐ	10524	1461a	10	
y	τὸ	104296329	25.16	245250	τὸ	10525	1461a	10	
y	σῶμα	104296330	25.16	245250	σῶμα	10526	1461a	10	
y	ἀσύμμετρον	104296331	25.16	245250	ἀσύμμετρον	10527	1461a	10	
n	,	104296332	25.16	245250	KASNA				
y	ἀλλὰ	104296333	25.16	245250	ἀλλὰ	10528	1461a	10	
y	τὸ	104296334	25.16	245250	τὸ	10529	1461a	10	
y	πρόσωπον	104296335	25.16	245250	πρόσωπον	10530	1461a	10	
y	αἰσχρόν	104296336	25.16	245250	αἰσχρόν	10531	1461a	10	
n	·	104296337	25.16	245250	,	10532	1461a	10	
y	τὸ	104296338	25.16	245251	τὸ	10533	1461a	10	
y	γὰρ	104296339	25.16	245251	γὰρ	10534	1461a	10	
y	εὐειδὲς	104296340	25.16	245251	εὐειδὲς	10535	1461a	10	
y	οἱ	104296341	25.16	245251	οἱ	10536	1461a	10	
y	Κρῆτες	104296342	25.16	245251	Κρῆτες	10537	1461a	10	
n	BEKNA				τὸ	10538	1461a	10	
y	εὐπρόσωπον	104296343	25.16	245251	εὐπρόσωπον	10539	1461a	10	
n	καλοῦσιν	104296344	25.16	245251	καλοῦσι	10540	1461a	10	
n	.	104296345	25.16	245251	·	10541	1461a	10	
y	καὶ	104296346	25.16	245252	καὶ	10542	1461a	10	
y	τὸ	104296347	25.16	245252	τὸ	10543	1461a	10	
y	ζωρότερον	104296348	25.16	245252	ζωρότερον	10544	1461a	15	
y	δὲ	104296349	25.16	245252	δὲ	10545	1461a	15	
y	κέραιε	104296350	25.16	245252	κέραιε	10546	1461a	15	
y	οὐ	104296351	25.16	245252	οὐ	10547	1461a	15	
y	τὸ	104296352	25.16	245252	τὸ	10548	1461a	15	
y	ἄκρατον	104296353	25.16	245252	ἄκρατον	10549	1461a	15	
y	ὡς	104296354	25.16	245252	ὡς	10550	1461a	15	
y	οἰνόφλυξιν	104296355	25.16	245252	οἰνόφλυξιν	10551	1461a	15	
n	,	104296356	25.16	245252	KASNA				
y	ἀλλὰ	104296357	25.16	245252	ἀλλὰ	10552	1461a	15	
y	τὸ	104296358	25.16	245252	τὸ	10553	1461a	15	
y	θᾶττον	104296359	25.16	245252	θᾶττον	10554	1461a	15	
y	.	104296360	25.16	245252	.	10555	1461a	15	
y	τὸ	104296361	25.17	245253	τὸ	10556	1461a	15	
y	δὲ	104296362	25.17	245253	δὲ	10557	1461a	15	
y	κατὰ	104296363	25.17	245253	κατὰ	10558	1461a	15	
y	μεταφορὰν	104296364	25.17	245253	μεταφορὰν	10559	1461a	15	
y	εἴρηται	104296365	25.17	245253	εἴρηται	10560	1461a	15	
y	,	104296366	25.17	245253	,	10561	1461a	15	
y	οἷον	104296367	25.17	245253	οἷον	10562	1461a	15	
n	Ἄλλοι	104296368	25.17	245253	πάντες	10563	1461a	15	
y	μέν	104296369	25.17	245253	μέν	10564	1461a	15	
y	ῥα	104296370	25.17	245253	ῥα	10565	1461a	15	
