Unit	Greek (full — Bekker text)	Arabic (full — Tkatsch)	Gk:Ar	Align.	Rendering	Concern / note
21.19	Εἰς δὲ ἄφωνον οὐδὲν ὄνομα τελευτᾷ, οὐδὲ εἰς φωνῆεν βραχύ.	‏وليس اسم يقنى ويتقضى بحرف ساكن ولا بالمصوت المقصور	1:1	High	Clean	
21.20	Εἰς δὲ τὸ Ι τρία μόνα, μέλι κόμμι πέπερι.	‏واما باليوطا فثلثة فقط بمنزلة مالى وقومى وفافارى	1:1	High	Clean	I-ending: meli/kommi/peperi=mālī/qūmī/fāfārī
21.21	Εἰς δὲ τὸ Υ πέντε, τὸ πῶϋ, τὸ νᾶπυ, τὸ γόνυ, τὸ δόρυ, τὸ ἄστυ.	‏واما بذال فخمسة وهى رود وٯـ*ٯو نافو غونو ٮراٮو	1:1	Medium	Severe	Y-ending: the five Greek words (pōy/napy/gony/dory/asty) garbled
21.22	Τὰ δὲ μεταξὺ εἰς ταῦτα καὶ Ν καὶ Σ.	‏واما الاسما التى فى الوسط فتتم بنو والوضع بمنزلة ما اردٮروں ٮالٮيو واما ٯاٮوس بسيغما	1:1	Medium	Severe	neuter endings; N/Σ
— CHAPTER 22  (Greek 27 · Arabic 26 units) —						
22.1	Λέξεως δὲ ἀρετὴ σαφῆ καὶ μὴ ταπεινὴν εἶναι.	‏واما فصله المقولة فهى ان تكون مشهورة ناقصة	1:1	High	Moderate	aretē lexeōs; saphē=mashhūra; tapeinē=nāqiṣa
22.2	Σαφεστάτη μὲν οὖν ἐστὶν ἡ ἐκ τῶν κυρίων ὀνομάτων, ἀλλὰ ταπεινή· παράδειγμα δὲ ἡ Κλεοφῶντος ποίησις καὶ ἡ Σθενέλου.	‏الا ان ان المشهورة فهى التى تستعد وتهيا من اسما حقيقة ويحبر بها من هذه والمثال على ذلك بمنزلة شعر قلاوفون وشعر اسثانلس	1:1	High	Moderate	Cleophon=qalāwfūn; Sthenelos=asthānls
22.3	Σεμνὴ δὲ καὶ ἐξαλλάττουσα τὸ ἰδιωτικὸν ἡ τοῖς ξενικοῖς κεχρημένη.	‏واما العفيفة والمختلفة فمن قبل ان تقال المسكين هى مختلفة وتستعمل اشيا غريبة وعظيمة	1:1	Medium	Moderate	semnē=ʿafīfa; xenikois=gharība
22.4	Ξενικὸν δὲ λέγω γλῶτταν καὶ μεταφορὰν καὶ ἐπέκτασιν καὶ πᾶν τὸ παρὰ τὸ κύριον.	‏واعنى بالغربة اللسان والنقلة والتادى من خير الى خير والامتداد من الصغاير الى العظايم وكل ما هو من الحقيقى	1:1	High	Moderate	
22.5	Ἀλλ᾿ ἄν τις ἅπαντα τοιαῦτα ποιήσῃ, ἢ αἴνιγμα ἔσται ἢ βαρβαρισμός.	‏الا ان يكون الانسان يجعل جميع هذه التى حالها هذه الحال ان يكون تركيبه بهذه الحال اما الغاز وامثال واما مٮٮل ٮرٮوٮا	1:1	High	Moderate	ainigma=alghāz; barbarismos transliterated
22.6	Ἂν μὲν οὖν ἐκ μεταφορῶν, αἴνιγμα, ἐὰν δὲ ἐκ γλωττῶν, βαρβαρισμός.	‏وان كان من الانتٯال والتادية فالرموز والالغاز والامثال ومن كان من اللسان فمـ**ل ٮراٮوٮا	1:1	High	Moderate	
22.7	Αἰνίγματος γὰρ ἰδέα αὕτη ἐστί, τὸ λέγοντα ὑπάρχοντα ἀδύνατα συνάψαι.	‏وصورة الرمز فهو ان يقال ان التى هى موجودة لا يمكن ان يوصلها	1:1	High	Clean	
22.8	Κατὰ μὲν οὖν τὴν τῶν ὀνόματων σύνθεσιν οὐχ οἷόν τε τοῦτο ποιῆσαι, κατὰ δὲ τὴν μεταφορὰν ἐνδέχεται, οἷον Ἄνδρ᾿ εἶδον πυρὶ χαλκὸν ἐπ᾿ ἀνέρι κολλήσαντα, καὶ τὰ τοιαῦτα.	‏واما بحسب الاسما الاخر فلا يمكن ان يفعل هذا واما بحسب التادية والانتقال فقد يمكن مثل انه الصق الصاقا طاهرا النحاس بالنار والنحاس نفسه بالرجل	1:1	High	Moderate	the cupping-glass riddle
22.9	Ἐκ δὲ τῶν γλωττῶν ὁ βαρβαρισμός.	‏وامثال هذه هى من اللسان واما مٮٮل ٮرٮوٮا	1:1	Medium	Moderate	
22.10	Δεῖ ἄρα κεκρᾶσθαί πως τούτοις· τὸ μὲν γὰρ μὴ ἰδιωτικὸν ποιήσει μηδὲ ταπεινὸν ἡ γλῶττα καὶ ἡ μεταφορὰ καὶ ὁ κόσμος καὶ τἆλλα τὰ εἰρημένα εἴδη, τὸ δὲ κύριον τὴν σαφήνειαν.	‏ان كانت هذه تمتزج واما الا يعمل اسم ناقص ولا ايضا مسكن فذلك بمنزلة اللسان والتادية والانتقال والزينة وهذه الاشيا الاخر التى وضعت	1:1	High	Moderate	
22.11	Οὐκ ἐλάχιστον δὲ μέρος συμβάλλονται εἰς τὸ σαφὲς τῆς λέξεως καὶ μὴ ἰδιωτικὸν αἱ ἐπεκτάσεις καὶ ἀποκοπαὶ καὶ ἐξαλλαγαὶ τῶν ὀνομάτων· διὰ μὲν γὰρ τὸ ἄλλως ἔχειν ἢ ὡς τὸ κύριον παρὰ τὸ εἰωθὸς γιγνόμενον τὸ μὴ ἰδιωτικὸν ποιήσει, διὰ δὲ τὸ κοινωνεῖν τοῦ εἰωθότος τὸ σαφὲς ἔσται.	‏وليس انما ينظم فى اتضاح المقولة جزوا يسيرا هذه الاشيا وهى هل اسم ما يكون بالنقصانات والتقطيعات وتبديلات الاسما وا*ـا من حيث هى حالها حال مختلفة او بان يكون حقيقى خارج عما جرت به العادة فيلزمه الا يعمل ناقص واما فمن حيث انه مشاركلبعاد فيكون مشهورا	1:1	High	Moderate	epektaseis/apokopai/exallagai=al-nuqṣānāt/al-taqṭīʿāt/tabdīlāt
22.12	Ὥστε οὐκ ὀρθῶς ψέγουσιν οἱ ἐπιτιμῶντες τῷ τοιούτῳ τρόπῳ τῆς διαλέκτου καὶ διακωμῳδοῦντες τὸν ποιητήν, οἷον Εὐκλείδης ὁ ἀρχαῖος, ὡς ῥᾴδιον ποιεῖν, εἴ τις δώσει ἐκτείνειν ἐφ᾿ ὁπόσον βούλεται, ἰαμβοποιήσας ἐν αὐτῇ τῇ λέξει· ἠτίχαριν εἶδον Μαραθῶνάδε βαδίζοντα, καὶ οὐκ ἂν γεράμενος τὸν ἐκείνου ἐλλέβορον.	‏حتى يلزم ان ما يجرى من الهجا والٮلٮ [من الجرى] على هذا الضرب من الجدل ليس يجرى عل الاستقامة وعند يهزون بالشاعر بمنزلة اوقليدس ذلك الاول على انه قد كان يسهل عليه ان نفعل اعطا انسان هكذى كان يمد ما كان [يجد] يحب ويريد مده وكان يقصر حيث يريد وان يعمل الشعر المسمى ايانبوا بهذا اللفظ وهو قوله الذى زعم فيه اننى رايت ماراثون من حيث ٮسمى بالنعمة ولا ايضا كاكٮٮ اعٮدت ذاك	1:1	Medium	Severe	Eukleides=awqlīds; Marathon; the parody iambics garbled; boundary fuzzy
22.13	Τὸ μὲν οὖν φαίνεσθαί πως χρώμενον τούτῳ τῷ τρόπῳ γελοῖον, τὸ δὲ μέτρον κοινὸν ἁπάντων ἐστὶ τῶν μερῶν· καὶ γὰρ μεταφοραῖς καὶ γλώτταις καὶ τοῖς ἄλλοις εἴδεσι χρώμενος ἀπρεπῶς καὶ ἐπίτηδες ἐπὶ τὰ γελοῖα τὸ αὐτὸ ἂν ἀπεργάσαιτο.	‏اما ان يرى كيف كان يستعمل هذا الضرب فهو مما يضحك منه واما المقدار والوزن فهما امر عام لجميع الاجزا وذلك انه عند ما كان يستعمل التاديات والانتقال والالسن وانواع على ما يليق وفى باب الٮعرف فى الاشيا هى ضحكة قد كان يفعل هذا الفعل بعينه	1:1	High	Moderate	
22.14	Τὸ δὲ ἁρμόττον ὅσον διαφέρει, ἐπὶ τῶν ἐπῶν θεωρείσθω, ἐντιθεμένων τῶν ὀνομάτων εἰς τὸ μέτρον.	‏واما ما هو موافق لمقدار كل ما كانت تكون مختلفة فهذه ترى افى من حيث يوضع الاسما بالوزن	1:1	High	Moderate	epōn=afī
22.15	Καὶ ἐπὶ τῆς γλώττης δὲ καὶ ἐπὶ τῶν μεταφορῶν καὶ ἐπὶ τῶν ἄλλων ἰδεῶν μετατιθεὶς ἄν τις τὰ κύρια ὀνόματα κατίδοι ὅτι ἀληθῆ λέγομεν· οἷον τὸ αὐτὸ ποιήσαντος ἰαμβεῖον Αἰσχύλου καὶ Εὐριπίδου, ἓν δὲ μόνον ὄνομα μεταθέντος, ἀντὶ κυρίου εἰωθότος γλῶτταν, τὸ μὲν φαίνεται καλὸν τὸ δ᾿ εὐτελές.	‏والمقدار والتاديات وبانواع اخر فانه ان غير الاسما الحقيقية وقف على ان ما قلناه من ذلك حق مثل ان اوريفيدس واسخولس عند ما عملا الشعر المسمى ايانبوس فعلى هذا الفعل نفسه الا انه اذا ما نقل بدل الحقيقى من قبل انه قد اعتيد فى اللسان اما ذاك ***ا جيد شريف واما هذا فيرا مهين	1:1	High	Moderate	Aeschylus=askhūls; Euripides; same iambic, one word changed
22.16	Αἰσχύλος μὲν γὰρ ἐν τῷ Φιλοκτήτῃ ἐποίησε φαγέδαινα ἥ μου σάρκας ἐσθίει ποδός, ὁ δὲ ἀντὶ τοῦ ἐσθίει τὸ θοινᾶται μετέθηκεν.	‏واسخولس عمل شعر فى فيلوقطيطس قال فيه ان السا* **لٮ لحومى ومششت رجلى فان فى هذا الكلام استعمل ووضع قوله مششت بدلا ***وله فاما	1:1	High	Moderate	Philoktetes; esthiei/thoinatai (eats/feasts)
22.17	Καὶ νῦν δέ μ᾿ ἐὼν ὀλίγος τε καὶ οὐτιδανὸς καὶ ἄκικυς, εἴ τις λέγοι τὰ κύρια μετατιθείς νῦν δέ μ᾿ ἐὼν μικρός τε καὶ ἀσθενικὸς καὶ ἀειδής.	‏الان انا من حيث على جهة الصغر والصغيرة بلا ان يصح يقول انسان من حيث **ر ڡدلك الحقيقة واما الان ڡلى انا من حيث اٮٮ صغيرا وٮسمى الضعيف والذى بلا منظر	1:1	Medium	Severe	Homeric line (oligos/outidanos/akikys) garbled
22.18	Καὶ δίφρον ἀεικέλιον καταθεὶς ὀλίγην τε τράπεζαν.	‏هذا الكلام ووصف المجلس دايما قاليون	1:1	Low	Severe	'unseemly chair / small table' line garbled
22.19	Δίφρον μοχθηρὸν καταθεὶς μικράν τε τράπεζαν.	‏وقوله انه وضع بيدى انا الشفى مايدة صغيرة من حيث استعمل قوله ان انبا اليونانيين مايدة الصغيرة [صغير] بدل من اليونانين يسمون مايدة صغيرة	1:1	Medium	Severe	second version of the chair/table line
22.20	Καὶ τὸ "ἠϊόνες βοόωσιν" ἠϊόνες κράζουσιν.	—	0:1	—	—	the 'shores roar / shores cry' example (ēïones boóōsin/krazousin) not rendered
22.21	Ἔτι δὲ Ἀρειφράδης τοὺς τραγῳδοὺς ἐκωμῴδει, ὅτι ἃ οὐδεὶς ἂν εἴποι ἐν τῇ διαλέκτῳ, τούτοις χρῶνται, οἷον τὸ δωμάτων ἄπο ἀλλὰ μὴ ἀπὸ δωμάτων, καὶ τὸ σέθεν, καὶ τὸ ἐγὼ δέ νιν, καὶ τὸ Ἀχιλλέως πέρι ἀλλὰ μὴ περὶ Ἀχιλλέως, καὶ ὅσα ἄλλα τοιαῦτα.	‏وايضا كان يسمى المفسرين الحقيقيين ذوى المديح من حيث كان **بهم وزعم انهم كذلك لانهم يستعملون اشيا لا لم يقولها قط من الجدليين فى الجدل بمنزلة ما فى المجلس الذى من النحو لا امن الٮحلاٮ وبمنزلة القول القايل ان منك انت *ايضا قد كنت شى ما وبمنزلة القول القايل ان اخيلوس هو من اجل لا هو من اجل اخيلوس واشيا كثيرة من امثال هذه كم كانت	1:1	Medium	Severe	Ariphrades' name lost; tragōdous→al-madīḥ; 'Achilleōs peri' examples
22.22	Διὰ γὰρ τὸ μὴ εἶναι ἐν τοῖς κυρίοις ποιεῖ τὸ μὴ ἰδιωτικὸν ἐν τῇ λέξει ἅπαντα τὰ τοιαῦτα· ἐκεῖνος δὲ τοῦτο ἠγνόει.	‏وذلك انه من قبل ان هذه الا** [*]هى فى الحقيقى لذلك ما عمل تركيب ليس حاله فى اللفظ بدون ما هذه حاله واما ذاك فما كان يعرف من هذه شيا	1:1	High	Moderate	
22.23	Ἔστι δὲ μέγα μὲν τὸ ἑκάστῳ τῶν εἰρημένων πρέπόντως χρῆσθαι, καὶ διπλοῖς ὀνόμασι καὶ γλώτταις, πολὺ δὲ μέγιστον τὸ μεταφορικὸν εἶναι.	‏فاما الكبير فهو ان يستعمل كل واحد واحد من هذه التى وصفت على مجرى الاليق والاشبه وان يستعمل اسما مضعفة والالسن وان يكون من ما يتادا وينتقل هو عظيم كبير	1:1	High	Moderate	'greatest is to be metaphorical'=mā yataʾāddā
22.24	Μόνον γὰρ τοῦτο οὔτε παρ᾿ ἄλλου ἔστι λαβεῖν εὐφυΐας τε σημεῖόν ἐστιν· τὸ γὰρ εὖ μεταφέρειν τὸ τὸ ὅμοιον θεωρεῖν ἐστίν.	‏غير ان هذا ليس يوجد من اخر من **ل انه دليل على الحذق والمهارة واو ذلك انه ان يكون التادى تاديا حسنا الى ما هو شبيه هو ان يعلم علما حسنا	1:1	High	Moderate	euphyias=al-ḥidhq wa-l-mahāra; 'to see the similar'
22.25	Τῶν δ᾿ ὀνομάτων τὰ μὲν διπλᾶ μάλιστα ἁρμόττει τοῖς διθυράμβοις, αἱ δὲ γλῶτται τοῖς ἡρωϊκοῖς, αἱ δὲ μεταφοραὶ τοῖς ἰαμβείοις.	‏والاسما انفسها منها مركبة وهذه تصلح لوزن الشعر المسمى دياثورانبو واما الالسن فتصلح للاوزان المعروفة ٮاين واٮڡاق هو الٮـ**يد واما التى تتادا فتصلح الاوزان الشعر المعروف بايانبو	1:1	High	Moderate	diplā→dithyrambs; glōttai→heroic; metaphorai→iambics
22.26	Καὶ ἐν μὲν τοῖς ἡρωϊκοῖς ἅπαντα χρήσιμα τὰ εἰρημένα· ἐν δὲ τοῖς ἰαμβείοις, διὰ τὸ ὅτι μάλιστα λέξιν μιμεῖσθαι, ταῦτα ἁρμόττει τῶν ὀνομάτων ὅσοις κἂν ἐν λόγοις τις χρήσαιτο· ἔστι δὲ τὰ τοιαῦτα τὸ κύριον καὶ μεταφορὰ καὶ κόσμος.	‏وهى اليق واصلح فى اثرواٮٯو هو النشيد من جميع ما وصف واما فى ايانبو فمن قبل انها تتشبه باللفظ وهذه الاسما تصلح وتليق بمقدار ما يستعمل بها الانسان على طريق وهذه هى الحقيقى المتادى والمسمى بالسرٮانية صڡٮاٮٮا ماخوذ من الاتمام	1:1	High	Severe	kosmos glossed 'called in Syriac ṣabtātā' — explicit Syriac note
22.27	Περὶ μὲν οὖν τραγῳδίας καὶ τῆς ἐν τῷ πράττειν μιμήσεως ἔστω ἡμῖν ἱκανὰ τὰ εἰρημένα.	‏والعناية الى ما فى صناعة المديح والتشبيه و*كاية الحديث ففيما قلناه من ذلك كفاية	1:1	High	Moderate	tragedy→madīḥ; closing formula
— CHAPTER 23  (Greek 7 · Arabic 7 units) —						
23.1	Περὶ δὲ τῆς διηγηματικῆς καὶ ἐν μέτρῳ μιμητικῆς, ὅτι δεῖ τοὺς μύθους καθάπερ ἐν ταῖς τραγῳδίαις συνιστάναι δραματικούς, καὶ περὶ μίαν πρᾶξιν ὅλην καὶ τελείαν, ἔχουσαν ἀρχὴν καὶ μέσον καὶ τέλος, ἵν᾿ ὥσπερ ζῷον ἓν ὅλον ποιῇ τὴν οἰκείαν ἡδονήν, δῆλον, καὶ μὴ ὁμοίας ἱστορίας τὰς συνήθεις εἶναι, ἐν αἷς ἀνάγκη οὐχὶ μιᾶς πράξεως ποιεῖσθαι δήλωσιν ἀλλ᾿ ἑνὸς χρόνου, ὅσα ἐν τούτῳ συνέβη περὶ ἕνα ἢ πλείους, ὧν ἕκαστον ὡς ἔτυχεν ἔχει πρὸς ἄλληλα.	‏واما الاقتصاصى والوزن المحاكى فقد بين ان نخبر عنها الخرافات وحكاية الحديث على ما فى المديحات وان تقوم المتقينين والقينات نحو العمل الواحد متكامل باسره وهو الذى له اول ووسط واخر وهو الذى كما الحيوان العـ**ل للذة حاصية ومن حيث لا يدخل فى هذه التركيبات اقتصاصات تشبه وهى التى قد ٮٮطر***ـا ان الاستدلال ليس انما هو لعمل واحد لكن لزمان واحد بمبلغ ما يعرض فى هذا وعمل واحد او كثير وكيف كل واحد واحد منها على ما لها انضافت الى قرينها كما كانت ا**رمنه انفسها	1:1	High	Moderate	epic = diēgēmatikē=al-iqtiṣāṣī; unity of action vs unity of time
23.2	Ὥσπερ γὰρ κατὰ τοὺς αὐτοὺς χρόνους ἥ τ᾿ ἐν Σαλαμῖνι ἐγένετο ναυμαχία καὶ ἡ ἐν Σικελίᾳ Καρχηδονίων μάχη, οὐδὲν πρὸς τὸ αὐτὸ συντείνουσαι τέλος, οὕτω καὶ ἐν τοῖς ἐφεξῆς χρόνοις ἐνίοτε γίνεται θάτερον μετὰ θατέρου, ἐξ ὧν ἓν οὐδὲν γίνεται τέλος.	‏اما فى سالامانا فحروب المراكب وفى سيقيليا حرب الڡركوٮٮا ڡـ*ں كلى هذين ليسا شى احر غير انها تنتهى الى انقضا واحد واحد وكذلك فى الازمنة التى **ٮ بعد فى وقت بعد وقت يكون واحد منها الذى لا يكون له شى اخر هو اخر واىقصـ* *كثير من الشعرا قد	1:1	High	Moderate	Salamis sea-battle & Carthaginian battle in Sicily, same time
23.3	Σχεδὸν δὲ οἱ πολλοὶ τῶν ποιητῶν τοῦτο δρῶσιν.	‏يفعلون هذا قريبا	1:1	Medium	Moderate	'most poets do this'
23.4	Διό, ὥσπερ εἴπομεν ἤδη, καὶ ταύτῃ θεσπέσιος ἂν φανείη Ὅμηρος παρὰ τοὺς ἄλλους, τῷ μηδὲ τὸν πόλεμον, καίπερ ἔχοντα ἀρχὴν καὶ τέλος, ἐπιχειρῆσαι ποιεῖν ὅλον· λίαν γὰρ ἂν μέγας καὶ οὐκ εὐσύνοπτος ἔμελλεν ἔσεσθαι· ἢ τῷ μεγέθει μετριάζοντα καταπεπλεγμένον τῇ ποικιλίᾳ.	‏ولذلك كما قلنا وفرغنا من القول ڡـ*ل فليرا اوميروس فى هذا ذو سبه وناموس هدو من هذا الوجه ايضا يرى اوميروس انه متبع للناموس وانه لازم للصواب والاستقامة اكثر من هولا الاخر *هو الذى عمل الحرر وقد كان له اول واحد من حيث يرى ان ياتى به باسره هذا على انه قد كان عظيم جد ولم يكن يسهل رويته	1:1	High	Moderate	Homer 'divine'; did not make the whole war
23.5	Νῦν δ᾿ ἓν μέρος ἀπολαβὼν ἐπεισοδίοις κέχρηται αὐτῶν πολλοῖς, οἷον νεῶν καταλόγῳ καὶ ἄλλοις ἐπεισοδίοις, οἷς διαλαμβάνει τὴν ποίησιν.	‏ولا ايضا كان مزمع ان يبين فى خرافته بهذه الحال من قبل انها قد كانت عند ما كانت تتركب وتقترن قد كانت تصغر فى عظمها والان فى هذه المداخل التى ٮقبصت جزو ما وهو ما الذى يفعل الانسان	1:1	Medium	Severe	the 'catalogue of ships' / episodes example lost
23.6	Οἱ δ᾿ ἄλλοι περὶ ἕνα ποιοῦσι καὶ περὶ ἕνα χρόνον, καὶ μίαν πρᾶξιν πολυμερῆ, οἷον ὁ τὰ Κύπρια ποιήσας καὶ τὴν μικρὰν Ἰλιάδα.	‏واما هولا الاخر فيقتضبوا بحسب واحد واحد فى واحد واحد من الزمان خرافات كثيرة الاجزا بمنزلة ذلك الذى عمل هذه التى هى معروفة ٮقوٯواٮٮا وجعل الاليادا صغيرة	1:1	High	Moderate	Kypria; Little Iliad=al-ilyāda al-ṣaghīra
23.7	Τοιγαροῦν ἐκ μὲν Ἰλιάδος καὶ Ὀδυσσείας μία τραγῳδία ποιεῖται ἑκατέρας ἢ δύο μόναι, ἐκ δὲ Κυπρίων πολλαί, καὶ ἐκ τῆς μικρᾶς Ἰλιάδος πλέον ὀκτώ, οἷον ὅπλων κρίσις, Φιλοκτήτης, Νεοπτόλεμος, Εὐρύπυλος, πτωχεία, Λάκαιναι, Ἰλίου πέρσις καὶ ἀπόπλους καὶ Σίνων καὶ Τρῳάδες.	‏ولذلك عمل اليادا واودوسيا كلتيهما مديحا واحدا او بعد كر اثنتين واما *** المعروفة ٮٯوٯواٮٮا فكثيرة والى الاليادا الصغيرة فثمانية واكثر التى تقال السلاح منها المعروفة ٮٮااوفطلامس وفيلوقطيطس المعروف بافطوخيلا وكبس الياس ورجوع المراكب واسين وطرواس	1:1	High	Moderate	the 8 plays from the Little Iliad; several titles garbled
— CHAPTER 24  (Greek 30 · Arabic 22 units) —						
24.1	Ἔτι δὲ τὰ εἴδη ταὐτὰ δεῖ ἔχειν τὴν ἐποποιίαν τῇ τραγῳδίᾳ· ἢ γὰρ ἁπλῆν ἢ πεπλεγμένην ἢ ἠθικὴν ἢ παθητικὴν δεῖ εἶναι.	‏وايضا هذه الالهة صعت الافى فى المديح دايما واما بسيطة واما مركبة واما انفعالية بالاجزا	1:1	Medium	Severe	epic must have same kinds as tragedy; opening garbled ('hādhihi al-āliha…')
24.2	Καὶ τὰ μέρη ἔξω μελοποιίας καὶ ὄψεως ταὐτά· καὶ γὰρ περιπετειῶν δεῖ καὶ ἀναγνωρίσεων καὶ παθημάτων.	‏وهذه هى خارجة عن نغمة الصوت والبصر وذلك انه قد ندعوا الحاجة الى *لڡراس والعناية والانفعالات	1:1	High	Moderate	parts minus melopoiia/opsis; peripeteia/anagnorisis/pathē
24.3	Ἔτι τὰς διανοίας καὶ τὴν λέξιν ἔχειν καλῶς.	‏من حيث يكون [لا] للارا والمقولات قوام وبالجملة هذه الٮـ* **ن	1:1	Medium	Moderate	dianoia/lexis=al-ārāʾ/al-maqūlāt
24.4	Οἷς ἅπασιν Ὅμηρος κέχρηται καὶ πρῶτος καὶ ἱκανῶς.	‏يستعملها اوميروس اول السمرا وعلى الكفاية	1:1	High	Moderate	Homer first and adequately
24.5	Καὶ γὰρ καὶ τῶν ποιημάτων ἑκάτερον συνέστηκεν ἡ μὲν Ἰλιὰς ἁπλοῦν καὶ παθητικόν, ἡ δὲ Ὀδύσσεια πεπλεγμένον· ἀναγνώρισις γὰρ διόλου καὶ ἠθική.	‏وذلك ان شعر كلتيهما هو مركب واما ايليدا فبسيطة وانفعالية واما القصيدة فمركبة وهى الذى تدل بالكلية على العادات	1:1	High	Moderate	Iliad simple/pathetic; Odyssey=al-qaṣīda complex/ethical
24.6	Πρὸς δὲ τούτοις λέξει καὶ διανοίᾳ πάντας ὑπερβέβληκεν.	‏ومع هذه هى دالة باللفظ والذهن على كل فعل	1:1	Medium	Moderate	surpasses all in lexis & dianoia
24.7	Διαφέρει δὲ κατά τε τῆς συστάσεως τὸ μῆκος ἡ ἐποποιία καὶ τὸ μέτρον.	‏وصنعة الاسطر والوزن محتلفة فى طول قوامها	1:1	High	Moderate	epic differs in length & metre
24.8	Τοῦ μὲν οὖν μήκους ὅρος ἱκανὸς ὁ εἰρημένος· δύνασθαι γὰρ δεῖ συνορᾶσθαι τὴν ἀρχὴν καὶ τὸ τέλος.	‏والحد الكافى للطول هو ذلك الحد الذى قيل وهو الذى فيه الامكان فى الابتدا والاخر	1:1	High	Clean	beginning and end surveyable
24.9	Εἴη δ᾿ ἂν τοῦτο, εἰ τῶν μὲν ἀρχαίων ἐλάττους αἱ συστάσεις εἶεν, πρὸς δὲ τὸ πλῆθος τῶν τραγῳδιῶν τῶν εἰς μίαν ἀκρόασιν τιθεμένων παρήκοιεν.	‏وهذا هو الذى جميع تراكيب القدما تقصر وتنقص واما نحو المديحات التى لها موانسة واحدة يوتا بها اكثر	1:1	High	Moderate	mian akroasin=mawānasa wāḥida
24.10	Ἔχει δὲ πρὸς τὸ ἐπεκτείνεσθαι τὸ μέγεθος πολύ τι ἡ ἐποποιία ἴδιον διὰ τὸ ἐν μὲν τῇ τραγῳδίᾳ μὴ ἐνδέχεσθαι ἅμα πραττόμενα πολλὰ μέρη μιμεῖσθαι, ἀλλὰ τὸ ἐπὶ τῆς σκηνῆς καὶ τῶν ὑποκριτῶν μέρος μόνον· ἐν δὲ τῇ ἐποποιίᾳ, διὰ τὸ διήγησιν εἶναι, ἔστι πολλὰ μέρη ἅμα ποιεῖν περαινόμενα, ὑφ᾿ ὧν οἰκείων ὄντων αὔξεται ὁ τοῦ ποιήματος ὄγκος.	‏ولها ايضا اعنى صنعة الافى المنسوبة الى ايلين وان تمتد فى طولها كثير من قبل انه فى المديح لا يمكن ان يكون غير ما كانت تقتص ويتحدث بها ان تتشبه باجزا كثيرة لكن بذلك الجزو الذى من المسكن وبالجزو الماخوذ من المرايين واما فى صناعة افى فيمكن ذلك من قبل ان المعنى للشعر فيها هو اقتصاص عظيم حتى انه يوجد لها فى عظم التها	1:1	High	Moderate	epopoiia=al-afī; skēnē=al-maskan; hypokritōn=al-murāʾīn
24.11	Ὥστε τοῦτ᾿ ἔχει τὸ ἀγαθὸν εἰς μεγαλοπρέπειαν καὶ τὸ μεταβάλλειν τὸν ἀκούοντα καὶ ἐπεισοδιοῦν ἀνομοίοις ἐπεισοδίοις· τὸ γὰρ ὅμοιον ταχὺ πληροῦν ἐκπίπτειν ποιεῖ τὰς τραγῳδίας.	‏والاخلق هذا الخير وهو انها تغير السامع وتدخل علل الا شبيه من قبل ان الشبه ٮسڌٮم سريعا وتصير بالمديحات الى ان تقع	1:1	High	Moderate	epeisodia of unlike kind; sameness makes tragedies fail
24.12	Τὸ δὲ μέτρον τὸ ἡρωϊκὸν ἀπὸ τῆς πείρας ἥρμοκεν.	‏اما وزن النشيدات فانما وقفت من المٮحربه	1:1	High	Moderate	hērōikon=al-nashīd; peira=al-tajriba
24.13	Εἰ γάρ τις ἐν ἄλλῳ τινὶ μέτρῳ διηγηματικὴν μίμησιν ποιοῖτο ἢ ἐν πολλοῖς, ἀπρεπὲς ἂν φαίνοιτο· τὸ γὰρ ἡρωϊκὸν στασιμώτατον καὶ ὀγκωδέστατον τῶν μέτρων ἐστίν, διὸ καὶ γλώττας καὶ μεταφορὰς δέχεται μάλιστα· περιττὴ γὰρ καὶ ἡ διηγηματικὴ μίμησις τῶν ἄλλων.	‏وذلك ان الانسان ان هو اتى وغير اقتصاص ما والتشبيه الذى بالكثير فانه يرى غير لايق ولا خليق من قبل ان وزن النشيد هو اكبر ارتكازا واكثر له عرارا من جميع الاوزان ولذلك قد يقبل ايضا الالسن والتاديات والانتقالات وجميع الزيادات جدا جدا من قبل ان الشبيه الداخل فى باب الحديث والقصص هو اخر ولا سيا	1:1	High	Moderate	heroic metre most stately; admits glōttai/metaphorai
24.14	Τὸ δὲ ἰαμβικὸν καὶ τετράμετρον κινητικά, τὸ μὲν ὀρχηστικόν, τὸ δὲ πρακτικόν.	‏واما الشعر المعروف بايانبو فهو ذو اربعة اوزان ** من الحركات اثنتان اعنى الٮاحسه والعميلة	1:1	Medium	Severe	iambic/tetrameter=kinetic; orchēstikon/praktikon garbled
24.15	Ἔτι δὲ ἀτοπώτερον εἰ μιγνύοι τις αὐτά, ὥσπερ Χαιρήμων.	‏وايضا من القبيح ان لم يعرف بمنزلة خاريمون	1:1	Medium	Moderate	Chaeremon (mixing metres)
